Tname tGapStart tGapSize Samples
OsjChr8 26302120 22 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr8 26367841 76 YB4;
OsjChr8 26400977 62 YB6;
OsjChr8 2642297 44 YB4;
OsjChr8 26423785 48 YB8;
OsjChr8 26423951 21 YB5;
OsjChr8 26446814 8 YB7;YB8;
OsjChr8 26543307 263 YB8;
OsjChr8 2658198 18 YB5;
OsjChr8 26652257 31 YB7;
OsjChr8 26660306 8 YB2;
OsjChr8 26673767 1989 YB3;YB4;
OsjChr8 26687967 9 YB2;YB3;
OsjChr8 26690938 6 YB1;YB3;
OsjChr8 26707870 9 YB2;YB3;
OsjChr8 26728786 72 YB2;
OsjChr8 26728844 22 YB4;
OsjChr8 26728850 708 YB7;
OsjChr8 26728851 12 YB6;
OsjChr8 26728852 11 YB8;
OsjChr8 26728852 8 YB5;
OsjChr8 26728853 5 YB3;
OsjChr8 26767595 88 YB1;
OsjChr8 26802355 121 YB8;
OsjChr8 26806469 359 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 26808590 618 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 26809809 433 YB2;
OsjChr8 26824387 270 YB6;
OsjChr8 26843034 114 YB5;
OsjChr8 26858338 29 YB4;YB8;
OsjChr8 26866163 66 YB7;
OsjChr8 26905945 15 YB5;
OsjChr8 26909237 15 YB7;
OsjChr8 26936085 29 YB5;
OsjChr8 26953631 89 YB1;YB5;YB6;
OsjChr8 27010573 62 YB2;
OsjChr8 27049059 102 YB2;YB2;
OsjChr8 27137920 6 YB1;YB2;
OsjChr8 27216783 134 YB5;
OsjChr8 27254040 294 YB3;
OsjChr8 27258641 269 YB7;
OsjChr8 27308617 34 YB3;
OsjChr8 27378508 261 YB7;
OsjChr8 2747626 1444 YB5;
OsjChr8 27503734 134 YB1;YB7;
OsjChr8 27511550 342 YB6;
OsjChr8 2752727 129 YB5;
OsjChr8 27535179 5 YB8;
OsjChr8 2753603 1444 YB5;
OsjChr8 27537334 436 YB6;
OsjChr8 2758705 129 YB5;
OsjChr8 27658318 1623 YB4;
OsjChr8 27691244 94 YB7;YB8;
OsjChr8 2769873 6 YB3;YB4;YB5;YB6;YB8;
OsjChr8 27790342 98 YB6;
OsjChr8 27823851 204 YB4;
OsjChr8 27831758 6 YB3;
OsjChr8 27831858 7 YB6;
OsjChr8 27850201 322 YB6;
OsjChr8 27892903 105 YB6;
OsjChr8 28002057 113 YB5;
OsjChr8 28033251 9 YB5;
OsjChr8 28062403 106 YB4;
OsjChr8 28065278 409 YB6;
OsjChr8 28066360 62 YB5;
OsjChr8 28098218 146 YB7;
OsjChr8 28167186 182 YB2;
OsjChr8 28167297 74 YB7;
OsjChr8 28167299 72 YB5;
OsjChr8 28169753 249 YB4;YB7;
OsjChr8 28169939 60 YB5;
OsjChr8 28169941 58 YB8;
OsjChr8 28169951 48 YB6;
OsjChr8 28185424 338 YB7;
OsjChr8 28186240 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 28194195 7 YB3;YB4;
OsjChr8 28282506 30 YB7;
OsjChr8 28291862 237 YB8;
OsjChr8 28311554 101 YB1;
OsjChr8 28320463 190 YB3;
OsjChr8 28342774 33 YB8;
OsjChr8 28342921 54 YB4;
OsjChr8 28344329 183 YB3;
OsjChr8 28350331 17 YB8;
OsjChr8 28352379 44 YB4;
OsjChr8 28352383 40 YB8;
OsjChr8 28357977 42 YB2;
OsjChr8 28384040 364 YB8;
OsjChr8 28420064 6 YB1;YB2;
OsjChr8 28425242 1413 YB3;
OsjChr8 28438582 245 YB4;
OsjChr8 2894363 27 YB2;
OsjChr8 3007324 24 YB7;
OsjChr8 3033910 263 YB5;
OsjChr8 307496 137 YB4;
OsjChr8 3089543 162 YB4;
OsjChr8 3094546 162 YB4;
OsjChr8 3098345 86 YB1;
OsjChr8 3143009 10 YB6;
OsjChr8 3172499 98 YB5;
OsjChr8 3176097 260 YB3;
OsjChr8 323160 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 3233921 5 YB5;
OsjChr8 3237519 17 YB6;
OsjChr8 3237796 28 YB7;
OsjChr8 3237943 15 YB7;
OsjChr8 325241 5 YB2;YB4;YB5;YB6;
OsjChr8 3268971 48 YB2;YB4;YB5;YB6;YB8;
OsjChr8 3289650 444 YB8;
OsjChr8 331922 8 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr8 3335967 1131 YB8;
OsjChr8 3339297 41 YB5;
OsjChr8 3345680 87 YB5;YB6;YB6;
OsjChr8 3361206 99 YB4;
OsjChr8 341006 10 YB7;
OsjChr8 3417194 408 YB6;
OsjChr8 3418342 62 YB3;
OsjChr8 3456952 426 YB6;
OsjChr8 3462896 7 YB7;
OsjChr8 3463022 45 YB7;
OsjChr8 3463216 6 YB7;
OsjChr8 3525789 7 YB1;
OsjChr8 353617 5 YB4;
OsjChr8 3552265 135 YB7;
OsjChr8 3556041 60 YB8;
OsjChr8 3556104 1114 YB8;
OsjChr8 3573912 48 YB3;
OsjChr8 3573914 46 YB2;
OsjChr8 3573916 44 YB4;YB5;
OsjChr8 3573924 36 YB7;
OsjChr8 3586687 90 YB3;YB7;
OsjChr8 3597611 84 YB7;
OsjChr8 3601441 5 YB4;
OsjChr8 3621455 59 YB3;
OsjChr8 3621523 29 YB3;YB4;YB5;
OsjChr8 3625896 20 YB5;YB7;
OsjChr8 3627401 93 YB8;
OsjChr8 3639830 10 YB2;YB3;YB6;
OsjChr8 3639991 12 YB2;YB3;YB6;
OsjChr8 3640640 5 YB3;YB6;YB8;
OsjChr8 3641361 318 YB3;YB8;
OsjChr8 3644378 44 YB3;
OsjChr8 3676250 152 YB3;
OsjChr8 3701240 68 YB6;YB6;YB7;YB8;
OsjChr8 3726258 6 YB6;
OsjChr8 3742173 437 YB4;
OsjChr8 3760566 39 YB5;
OsjChr8 3818851 30 YB3;
OsjChr8 3835136 156 YB1;
OsjChr8 3835316 17 YB1;
OsjChr8 3849235 5 YB2;YB3;YB5;
OsjChr8 385292 18 YB5;
OsjChr8 3853441 19 YB6;
OsjChr8 3942082 97 YB5;
OsjChr8 3946140 18 YB5;
OsjChr8 3967707 156 YB2;YB5;YB6;YB7;
OsjChr8 4056255 141 YB2;
OsjChr8 4063290 26 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4132775 47 YB4;
OsjChr8 4188485 55 YB3;
OsjChr8 4212326 394 YB2;
OsjChr8 4212733 75 YB7;
OsjChr8 424343 20 YB4;
OsjChr8 4260518 8 YB3;
OsjChr8 4260535 24 YB3;
OsjChr8 4260574 6 YB3;
OsjChr8 4306258 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4306959 1032 YB2;YB3;YB4;YB5;
OsjChr8 4307733 8 YB8;
OsjChr8 430818 8 YB5;
OsjChr8 430819 8 YB2;YB3;YB4;YB6;YB7;
OsjChr8 4342062 8 YB2;YB3;YB4;YB5;
OsjChr8 4343852 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4362233 196 YB5;
OsjChr8 4363541 60 YB8;
OsjChr8 4371075 186 YB4;
OsjChr8 4373093 146 YB1;YB5;
OsjChr8 4390641 223 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4392887 399 YB2;
OsjChr8 4419316 130 YB1;
OsjChr8 4471705 340 YB8;
OsjChr8 4473296 14 YB2;YB3;YB4;YB6;
OsjChr8 4474502 73 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4516775 78 YB7;
OsjChr8 4529749 140 YB4;
OsjChr8 4529920 382 YB4;
OsjChr8 455319 6 YB4;
OsjChr8 4558148 248 YB1;
OsjChr8 4559366 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4584842 261 YB6;
OsjChr8 4589019 5 YB8;
OsjChr8 4649964 125 YB5;
OsjChr8 4666299 8 YB8;
OsjChr8 467156 28 YB5;YB6;YB7;
OsjChr8 467156 30 YB3;YB7;
OsjChr8 4707567 188 YB3;
OsjChr8 4712965 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 4721740 42 YB3;YB4;
OsjChr8 472987 11 YB1;YB2;
OsjChr8 4735905 430 YB5;
OsjChr8 4748218 7 YB1;YB2;
OsjChr8 4748234 447 YB1;YB2;
OsjChr8 4748279 402 YB5;
OsjChr8 4752695 7 YB8;
OsjChr8 4788429 8 YB7;
OsjChr8 4788462 9 YB7;
OsjChr8 4788576 5 YB7;
OsjChr8 4788596 60 YB7;
OsjChr8 4788803 5 YB7;
OsjChr8 4820930 105 YB6;
OsjChr8 4953408 474 YB4;
OsjChr8 497373 282 YB3;
OsjChr8 4999035 105 YB6;
OsjChr8 5040184 6 YB5;
OsjChr8 5070306 110 YB4;
OsjChr8 5070307 211 YB1;
OsjChr8 507724 81 YB3;
OsjChr8 507728 77 YB6;YB8;
OsjChr8 507730 75 YB5;YB7;
OsjChr8 507738 67 YB4;
OsjChr8 5107223 27 YB8;
OsjChr8 5150201 101 YB2;
OsjChr8 5179419 13 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr8 5265454 7 YB2;
OsjChr8 5265478 10 YB4;YB5;YB6;
OsjChr8 5265479 9 YB2;
OsjChr8 5335519 349 YB1;
OsjChr8 5369374 26 YB3;YB4;YB5;YB6;YB7;
OsjChr8 5372689 9 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5376657 97 YB6;
OsjChr8 5376768 31 YB7;
OsjChr8 5377152 5 YB4;YB6;YB8;
OsjChr8 5377531 15 YB4;YB6;
OsjChr8 5378389 56 YB4;YB6;
OsjChr8 5378679 12 YB4;YB6;
OsjChr8 5384331 11 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5391783 1902 YB4;YB6;YB7;
OsjChr8 5421517 15 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5421555 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5421563 125 YB3;YB4;
OsjChr8 5428158 411 YB5;
OsjChr8 5434734 5 YB2;YB3;YB4;
OsjChr8 5434744 29 YB2;YB3;YB4;
OsjChr8 5435295 6 YB2;YB3;YB4;YB5;YB6;
OsjChr8 5438193 12 YB2;YB4;YB6;YB7;YB8;
OsjChr8 5440898 19 YB3;YB4;YB6;
OsjChr8 5451856 78 YB7;
OsjChr8 5451864 70 YB3;
OsjChr8 5451868 66 YB5;
OsjChr8 5451910 24 YB4;
OsjChr8 5451920 14 YB6;
OsjChr8 5456956 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5479682 264 YB5;
OsjChr8 551512 6 YB3;
OsjChr8 5528912 6 YB7;
OsjChr8 5588656 203 YB6;
OsjChr8 560308 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 560556 110 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5618069 24 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5620057 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5622077 70 YB4;
OsjChr8 5628702 32 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 563621 187 YB5;
OsjChr8 5648889 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5650842 47 YB5;YB8;
OsjChr8 5652613 21 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr8 5688802 15 YB4;
OsjChr8 5697972 10 YB2;
OsjChr8 5795989 6 YB1;
OsjChr8 5796098 102 YB1;
OsjChr8 5856336 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 5871264 107 YB5;
OsjChr8 5916468 13 YB7;
OsjChr8 5919513 15 YB6;
OsjChr8 5927324 9 YB4;
OsjChr8 5927404 23 YB4;
OsjChr8 5927460 16 YB4;
OsjChr8 5952026 434 YB4;
OsjChr8 5975512 15 YB4;
OsjChr8 5975569 1135 YB3;
OsjChr8 5975569 822 YB4;
OsjChr8 5976395 312 YB4;
OsjChr8 5980711 59 YB1;
OsjChr8 5990127 11 YB2;YB3;YB4;YB5;YB8;
OsjChr8 6049974 16 YB2;
OsjChr8 6089463 33 YB2;YB6;YB7;
OsjChr8 6089476 32 YB3;YB4;
OsjChr8 6095487 235 YB7;
OsjChr8 6097655 485 YB3;YB4;YB5;YB7;YB8;
OsjChr8 6100928 5 YB2;
OsjChr8 6115458 32 YB7;
OsjChr8 6115994 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 6117051 129 YB8;
OsjChr8 6126232 6 YB2;YB4;YB8;
OsjChr8 6158679 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 6176929 33 YB3;
OsjChr8 6202915 6 YB3;YB4;YB7;YB8;
OsjChr8 6202915 8 YB6;
OsjChr8 621139 46 YB3;
OsjChr8 621143 42 YB8;
OsjChr8 6291749 615 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 6341663 79 YB4;
OsjChr8 6341769 51 YB4;
OsjChr8 6367001 3015 YB2;
OsjChr8 6435451 7 YB8;
OsjChr8 6443978 276 YB1;
OsjChr8 645703 6 YB6;
OsjChr8 6471486 330 YB7;
OsjChr8 648028 6 YB2;YB4;
OsjChr8 648041 148 YB5;
OsjChr8 648043 15 YB3;YB6;YB8;
OsjChr8 648043 9 YB7;
OsjChr8 648047 142 YB8;
OsjChr8 648072 117 YB4;
OsjChr8 648075 114 YB3;
OsjChr8 648156 33 YB2;YB6;YB7;
OsjChr8 6532110 5 YB5;
OsjChr8 6541286 740 YB5;
OsjChr8 6542034 366 YB5;
OsjChr8 6544662 9 YB3;YB4;
OsjChr8 655555 17 YB2;
OsjChr8 6574958 158 YB1;
OsjChr8 6608539 488 YB8;
OsjChr8 6610788 70 YB2;
OsjChr8 6616606 189 YB7;
OsjChr8 6625992 34 YB3;
OsjChr8 6626014 38 YB4;
OsjChr8 6626016 36 YB2;YB6;
OsjChr8 6626429 8 YB7;
OsjChr8 6711848 50 YB2;YB7;YB8;
OsjChr8 6712031 161 YB6;
OsjChr8 6723825 50 YB6;
OsjChr8 6723827 48 YB7;
OsjChr8 6727554 18 YB2;
OsjChr8 6727589 40 YB2;
OsjChr8 6768993 19 YB3;
OsjChr8 6783177 13 YB3;YB4;YB8;
OsjChr8 6785454 94 YB4;
OsjChr8 6799013 71 YB5;
OsjChr8 6799019 65 YB2;
OsjChr8 6814132 11 YB8;YB8;
OsjChr8 6832030 6 YB1;YB8;
OsjChr8 6836264 3060 YB1;YB2;YB4;YB6;
OsjChr8 6839953 19 YB1;
OsjChr8 684048 15 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 6843856 84 YB1;YB5;YB8;
OsjChr8 6871997 6 YB1;YB3;YB5;
OsjChr8 6875635 86 YB6;
OsjChr8 689132 16 YB6;YB7;
OsjChr8 692031 23 YB7;
OsjChr8 697314 388 YB8;
OsjChr8 7040438 5 YB3;
OsjChr8 7058719 7 YB1;YB7;
OsjChr8 7060971 7 YB8;
OsjChr8 7071128 348 YB4;
OsjChr8 7087845 3430 YB1;YB4;YB5;YB7;YB8;
OsjChr8 7096114 83 YB6;
OsjChr8 7107722 25 YB3;YB5;YB8;
OsjChr8 7108283 136 YB6;
OsjChr8 7110474 10 YB6;
OsjChr8 7133222 6 YB1;
OsjChr8 7140026 3240 YB3;
OsjChr8 7146372 380 YB2;
OsjChr8 7163826 22 YB6;
OsjChr8 7165784 376 YB5;
OsjChr8 7205799 13 YB3;
OsjChr8 7224561 111 YB2;YB5;
OsjChr8 7295846 395 YB7;
OsjChr8 7328139 8 YB2;YB4;YB5;YB7;
OsjChr8 7385189 27 YB7;
OsjChr8 7431653 64 YB8;
OsjChr8 7439259 64 YB8;
OsjChr8 7452557 101 YB8;
OsjChr8 7452677 5 YB5;YB8;
OsjChr8 7452686 15 YB5;YB8;
OsjChr8 7467115 218 YB5;
OsjChr8 7467336 10 YB6;
OsjChr8 7488814 331 YB8;
OsjChr8 7515587 1740 YB6;
OsjChr8 7517040 183 YB7;
OsjChr8 7517240 89 YB7;
OsjChr8 7517339 407 YB7;
OsjChr8 75474 12 YB3;YB5;
OsjChr8 7575843 9 YB3;
OsjChr8 7586 156 YB2;
OsjChr8 7605588 114 YB1;
OsjChr8 765926 85 YB4;
OsjChr8 765979 73 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr8 766025 8 YB4;
OsjChr8 7674192 268 YB7;
OsjChr8 775267 74 YB4;
OsjChr8 775275 66 YB8;
OsjChr8 775277 64 YB7;
OsjChr8 775283 58 YB6;
OsjChr8 775285 56 YB2;
OsjChr8 775301 40 YB3;
OsjChr8 776155 46 YB7;
OsjChr8 7821937 9 YB5;
OsjChr8 7875206 14 YB6;
OsjChr8 7877604 12 YB4;
OsjChr8 7895262 203 YB4;
OsjChr8 795583 400 YB8;
OsjChr8 7980130 395 YB5;
OsjChr8 7980538 36 YB2;
OsjChr8 7981152 294 YB6;YB7;
OsjChr8 8014203 193 YB5;
OsjChr8 8030015 10 YB2;
OsjChr8 8048169 15 YB4;
OsjChr8 8070046 21 YB2;
OsjChr8 812217 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 812893 33 YB8;
OsjChr8 8160216 11 YB6;
OsjChr8 8177337 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 821268 66 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 8266741 9 YB1;
OsjChr8 8294283 62 YB8;
OsjChr8 8308238 29 YB6;
OsjChr8 8308338 30 YB6;
OsjChr8 8323791 237 YB7;
OsjChr8 8335094 45 YB7;
OsjChr8 8335181 44 YB7;
OsjChr8 8339155 8 YB4;YB8;
OsjChr8 8398334 34 YB2;YB8;
OsjChr8 8406345 374 YB8;
OsjChr8 8407588 21 YB6;
OsjChr8 8465164 21 YB6;YB8;
OsjChr8 8468054 10 YB6;
OsjChr8 8468056 6 YB3;YB8;
OsjChr8 850586 82 YB6;
OsjChr8 850590 78 YB5;
OsjChr8 850604 64 YB4;
OsjChr8 8521384 9 YB5;
OsjChr8 8530351 161 YB8;
OsjChr8 8530436 75 YB5;
OsjChr8 8530438 73 YB2;
OsjChr8 8530444 67 YB3;
OsjChr8 8530448 63 YB6;
OsjChr8 857379 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 8574051 200 YB7;
OsjChr8 8580100 10 YB3;YB4;YB5;YB7;YB8;
OsjChr8 8581066 6 YB6;
OsjChr8 8605146 102 YB4;
OsjChr8 8605678 24 YB3;
OsjChr8 8617014 41 YB8;
OsjChr8 861749 458 YB2;
OsjChr8 8630752 118 YB7;
OsjChr8 8635762 7 YB2;YB3;YB3;YB4;YB5;YB7;YB8;
OsjChr8 864793 7 YB3;YB4;YB7;YB8;
OsjChr8 8648395 377 YB6;
OsjChr8 8650741 5 YB6;
OsjChr8 8652086 26 YB4;
OsjChr8 8652087 9 YB2;YB3;
OsjChr8 8652106 6 YB3;
OsjChr8 8663307 16 YB2;
OsjChr8 8672843 477 YB5;
OsjChr8 869559 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 8709649 37 YB1;YB3;YB5;YB6;YB7;
OsjChr8 871050 10 YB3;YB6;
OsjChr8 8775024 81 YB5;
OsjChr8 8800505 53 YB4;
OsjChr8 880426 57 YB2;
OsjChr8 8844130 62 YB7;
OsjChr8 8848506 74 YB1;
OsjChr8 8851797 36 YB3;YB5;YB5;YB6;YB8;
OsjChr8 8851797 38 YB4;YB7;
OsjChr8 8867205 222 YB6;
OsjChr8 890978 45 YB5;
OsjChr8 8920924 75 YB4;
OsjChr8 8931994 39 YB6;
OsjChr8 8942284 16 YB2;YB3;YB4;YB4;YB5;YB6;YB7;YB8;
OsjChr8 8954247 15 YB7;
OsjChr8 9020791 5 YB4;YB6;
OsjChr8 9043866 27 YB3;
OsjChr8 9078088 78 YB1;
OsjChr8 9173751 1048 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9220474 6 YB8;
OsjChr8 9264980 106 YB3;
OsjChr8 9274377 7 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9280868 8 YB1;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9293402 114 YB2;
OsjChr8 9309973 367 YB1;
OsjChr8 9325129 5 YB8;
OsjChr8 9325129 6 YB6;
OsjChr8 9325130 5 YB5;
OsjChr8 9395166 70 YB3;
OsjChr8 9480070 200 YB4;
OsjChr8 9480270 10 YB1;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9482418 19 YB2;
OsjChr8 9563594 100 YB5;YB7;
OsjChr8 9579203 72 YB3;
OsjChr8 9699627 14 YB4;
OsjChr8 9699682 6 YB4;
OsjChr8 9699731 248 YB4;
OsjChr8 9745296 13 YB7;
OsjChr8 9748798 7 YB1;
OsjChr8 9763730 8 YB2;
OsjChr8 9774133 235 YB6;
OsjChr8 9822433 6 YB8;
OsjChr8 982372 331 YB7;
OsjChr8 9824317 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9836347 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9853652 39 YB1;
OsjChr8 987665 77 YB3;
OsjChr8 9881661 82 YB3;
OsjChr8 9882639 302 YB2;
OsjChr8 9894831 106 YB2;
OsjChr8 9939188 45 YB4;
OsjChr8 9939652 88 YB3;YB4;
OsjChr8 9957058 1751 YB2;YB4;YB6;YB7;YB8;
OsjChr8 9959221 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9964218 478 YB6;
OsjChr8 9976549 23 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr8 9980056 47 YB3;YB7;
OsjChr8 9980056 58 YB2;YB8;
OsjChr8 9980158 11 YB2;YB8;
OsjChr8 9984401 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr8 9990652 175 YB3;YB5;YB6;YB7;YB8;
OsjChr8 9990652 67 YB4;
OsjChr8 9990737 108 YB4;
OsjChr8 9997200 14 YB8;
OsjChr8 9997222 10 YB8;
OsjChr9 10010529 93 YB4;
OsjChr9 10033207 160 YB2;
OsjChr9 10067628 20 YB2;YB3;YB5;YB6;YB7;
OsjChr9 10073480 103 YB3;
OsjChr9 10121098 7 YB8;
OsjChr9 10147878 26 YB7;YB8;
OsjChr9 10147916 6 YB2;YB4;
OsjChr9 10205712 408 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr9 10211027 247 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr9 10225837 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 10229690 377 YB6;
OsjChr9 10233648 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 10245966 73 YB7;
OsjChr9 1040998 5 YB7;YB8;
OsjChr9 10487127 176 YB7;
OsjChr9 10506651 75 YB1;
OsjChr9 1053850 75 YB6;
OsjChr9 10546693 6 YB5;YB8;
OsjChr9 10546784 258 YB5;YB8;
OsjChr9 1057929 19 YB7;
OsjChr9 1059993 6 YB2;
OsjChr9 10604174 95 YB7;
OsjChr9 10732555 7 YB8;
OsjChr9 10736315 12 YB2;
OsjChr9 10736389 93 YB2;YB4;
OsjChr9 10736611 5 YB2;YB4;
OsjChr9 10751785 216 YB3;
OsjChr9 10775935 90 YB8;
OsjChr9 10826485 8 YB8;
OsjChr9 10827301 6 YB6;
OsjChr9 10836467 64 YB4;
OsjChr9 10838502 113 YB3;
OsjChr9 10966417 278 YB7;
OsjChr9 10970091 9 YB8;
OsjChr9 10997038 153 YB4;
OsjChr9 11069182 45 YB4;
OsjChr9 11100935 11 YB5;
OsjChr9 1110749 15 YB7;
OsjChr9 11110296 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 11127 168 YB6;
OsjChr9 11159033 90 YB7;
OsjChr9 11186269 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 11188013 10 YB8;
OsjChr9 11286622 15 YB7;
OsjChr9 11295188 5 YB4;
OsjChr9 11319919 13 YB2;YB3;YB4;YB5;YB6;YB7;YB7;YB8;
OsjChr9 11352903 107 YB3;
OsjChr9 11373006 437 YB8;
OsjChr9 11383241 207 YB6;
OsjChr9 11386757 18 YB1;
OsjChr9 11418546 60 YB8;
OsjChr9 11418550 56 YB5;
OsjChr9 11418580 26 YB7;
OsjChr9 11418582 24 YB3;
OsjChr9 11418590 16 YB2;
OsjChr9 11418592 14 YB6;
OsjChr9 11477135 332 YB6;
OsjChr9 1152064 178 YB1;
OsjChr9 11543576 19 YB7;
OsjChr9 11569186 81 YB1;
OsjChr9 11604095 20 YB5;
OsjChr9 11604244 7 YB5;
OsjChr9 11606922 56 YB2;
OsjChr9 11634494 5 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 1165025 115 YB3;
OsjChr9 11651854 14 YB8;
OsjChr9 1171129 62 YB6;
OsjChr9 11761987 159 YB1;
OsjChr9 11785014 249 YB5;
OsjChr9 11823278 6 YB2;
OsjChr9 11861830 9 YB3;YB4;YB5;YB6;YB8;
OsjChr9 11861831 6 YB1;YB6;
OsjChr9 11869231 38 YB4;
OsjChr9 12014782 24 YB5;
OsjChr9 12031998 246 YB5;
OsjChr9 12035183 141 YB6;
OsjChr9 12049561 252 YB7;
OsjChr9 12118866 165 YB5;
OsjChr9 12178614 111 YB7;
OsjChr9 12181405 191 YB7;
OsjChr9 12188054 318 YB7;
OsjChr9 12188091 282 YB4;
OsjChr9 12188323 46 YB1;
OsjChr9 12188385 72 YB1;
OsjChr9 12189350 289 YB6;
OsjChr9 12222591 41 YB2;
OsjChr9 12228460 267 YB4;
OsjChr9 12283800 476 YB1;
OsjChr9 12284343 7 YB1;
OsjChr9 12284362 337 YB1;
OsjChr9 12284720 133 YB1;
OsjChr9 12296822 10 YB4;
OsjChr9 12326420 293 YB1;
OsjChr9 12350958 23 YB7;
OsjChr9 1238772 6 YB6;
OsjChr9 12394370 85 YB4;
OsjChr9 12394759 102 YB7;
OsjChr9 12394881 51 YB7;
OsjChr9 12397159 23 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 12397186 17 YB8;
OsjChr9 12419865 427 YB1;
OsjChr9 12446557 84 YB7;
OsjChr9 12447631 15 YB6;
OsjChr9 12451622 93 YB7;
OsjChr9 12463786 56 YB4;
OsjChr9 12463799 43 YB8;
OsjChr9 12463814 10 YB2;YB3;YB5;YB6;
OsjChr9 12471226 255 YB4;
OsjChr9 12471492 236 YB7;
OsjChr9 12474665 6 YB3;YB4;YB5;YB6;YB8;
OsjChr9 12480602 125 YB5;
OsjChr9 12490234 480 YB6;
OsjChr9 12498490 70 YB8;
OsjChr9 12517254 219 YB3;
OsjChr9 12530282 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr9 12568154 122 YB6;
OsjChr9 12572716 10 YB5;
OsjChr9 12572760 13 YB5;
OsjChr9 1257421 2399 YB6;
OsjChr9 12580544 105 YB2;YB6;
OsjChr9 1259921 10 YB6;
OsjChr9 12663089 379 YB2;
OsjChr9 12670296 1563 YB3;
OsjChr9 12684468 85 YB7;
OsjChr9 12703076 6 YB2;YB3;YB5;YB6;
OsjChr9 12705175 341 YB2;
OsjChr9 12705704 23 YB7;
OsjChr9 12706593 247 YB2;
OsjChr9 12707056 11 YB8;
OsjChr9 12720451 7 YB7;
OsjChr9 12735608 213 YB6;
OsjChr9 12754371 12 YB1;
OsjChr9 12773988 156 YB7;
